
Timestamp	StatusLine	Rate (≈/S)	Film Thickness (k≈)	Substrate Thickness (k≈)	Frequency (Hz)
2018-05-15T12:13:13	RUNNING | 0:07:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	1.830	1.830	5953674.87
2018-05-15T12:13:14	RUNNING | 0:07:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	1.834	1.834	5953674.19
2018-05-15T12:13:15	RUNNING | 0:07:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	1.839	1.838	5953673.49
2018-05-15T12:13:16	RUNNING | 0:07:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	1.843	1.843	5953672.72
2018-05-15T12:13:17	RUNNING | 0:07:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	1.848	1.847	5953672.07
2018-05-15T12:13:18	RUNNING | 0:07:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	1.852	1.851	5953671.36
2018-05-15T12:13:19	RUNNING | 0:07:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	1.857	1.856	5953670.59
2018-05-15T12:13:20	RUNNING | 0:07:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	1.861	1.861	5953669.89
2018-05-15T12:13:21	RUNNING | 0:07:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	1.866	1.865	5953669.20
2018-05-15T12:13:22	RUNNING | 0:07:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	1.870	1.870	5953668.50
2018-05-15T12:13:23	RUNNING | 0:07:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	1.875	1.874	5953667.74
2018-05-15T12:13:24	RUNNING | 0:07:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	1.879	1.879	5953667.04
2018-05-15T12:13:25	RUNNING | 0:07:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.26	1.883	1.883	5953666.44
2018-05-15T12:13:26	RUNNING | 0:07:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	1.888	1.888	5953665.62
2018-05-15T12:13:27	RUNNING | 0:00:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.000	0.000	5953664.94
2018-05-15T12:13:28	RUNNING | 0:00:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	0.005	0.004	5953664.27
2018-05-15T12:13:29	RUNNING | 0:00:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	0.009	0.009	5953663.53
2018-05-15T12:13:30	RUNNING | 0:00:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.013	0.013	5953662.90
2018-05-15T12:13:31	RUNNING | 0:00:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.018	0.018	5953662.14
2018-05-15T12:13:32	RUNNING | 0:00:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.27	0.022	0.022	5953661.42
2018-05-15T12:13:33	RUNNING | 0:00:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.027	0.026	5953660.75
2018-05-15T12:13:34	RUNNING | 0:00:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.032	0.031	5953659.99
2018-05-15T12:13:35	RUNNING | 0:00:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.036	0.036	5953659.27
2018-05-15T12:13:36	RUNNING | 0:00:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	0.041	0.041	5953658.52
2018-05-15T12:13:37	RUNNING | 0:00:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	0.045	0.045	5953657.82
2018-05-15T12:13:38	RUNNING | 0:00:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.050	0.049	5953657.17
2018-05-15T12:13:40	RUNNING | 0:00:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	0.055	0.054	5953656.35
2018-05-15T12:13:41	RUNNING | 0:00:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.059	0.058	5953655.68
2018-05-15T12:13:42	RUNNING | 0:00:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.063	0.063	5953654.99
2018-05-15T12:13:43	RUNNING | 0:00:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	0.068	0.068	5953654.25
2018-05-15T12:13:44	RUNNING | 0:00:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.073	0.072	5953653.47
2018-05-15T12:13:45	RUNNING | 0:00:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.077	0.077	5953652.79
2018-05-15T12:13:46	RUNNING | 0:00:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.081	0.081	5953652.16
2018-05-15T12:13:47	RUNNING | 0:00:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.28	0.086	0.086	5953651.37
2018-05-15T12:13:48	RUNNING | 0:00:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.091	0.091	5953650.61
2018-05-15T12:13:49	RUNNING | 0:00:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	0.095	0.095	5953649.89
2018-05-15T12:13:50	RUNNING | 0:00:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	0.100	0.100	5953649.20
2018-05-15T12:13:51	RUNNING | 0:00:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.104	0.104	5953648.48
2018-05-15T12:13:52	RUNNING | 0:00:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	0.109	0.109	5953647.71
2018-05-15T12:13:53	RUNNING | 0:00:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.114	0.113	5953647.04
2018-05-15T12:13:54	RUNNING | 0:00:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	0.118	0.118	5953646.28
2018-05-15T12:13:55	RUNNING | 0:00:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.123	0.122	5953645.62
2018-05-15T12:13:56	RUNNING | 0:00:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.127	0.127	5953644.83
2018-05-15T12:13:57	RUNNING | 0:00:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.132	0.131	5953644.16
2018-05-15T12:13:58	RUNNING | 0:00:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.137	0.136	5953643.40
2018-05-15T12:14:00	RUNNING | 0:00:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	0.141	0.141	5953642.64
2018-05-15T12:14:01	RUNNING | 0:00:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.146	0.145	5953641.95
2018-05-15T12:14:02	RUNNING | 0:00:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.151	0.150	5953641.15
2018-05-15T12:14:03	RUNNING | 0:00:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.155	0.154	5953640.48
2018-05-15T12:14:04	RUNNING | 0:00:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.160	0.159	5953639.68
2018-05-15T12:14:05	RUNNING | 0:00:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.164	0.164	5953638.97
2018-05-15T12:14:06	RUNNING | 0:00:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.169	0.168	5953638.28
2018-05-15T12:14:07	RUNNING | 0:00:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.174	0.173	5953637.54
2018-05-15T12:14:08	RUNNING | 0:00:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	0.178	0.178	5953636.77
2018-05-15T12:14:09	RUNNING | 0:00:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	0.183	0.182	5953636.10
2018-05-15T12:14:10	RUNNING | 0:00:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.188	0.187	5953635.34
2018-05-15T12:14:11	RUNNING | 0:00:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.192	0.192	5953634.63
2018-05-15T12:14:12	RUNNING | 0:00:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	0.196	0.196	5953633.98
2018-05-15T12:14:13	RUNNING | 0:00:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.201	0.200	5953633.25
2018-05-15T12:14:14	RUNNING | 0:00:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	0.205	0.205	5953632.48
2018-05-15T12:14:15	RUNNING | 0:00:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.210	0.209	5953631.84
2018-05-15T12:14:16	RUNNING | 0:00:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	0.214	0.214	5953631.07
2018-05-15T12:14:17	RUNNING | 0:00:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	0.219	0.219	5953630.35
2018-05-15T12:14:18	RUNNING | 0:00:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.224	0.223	5953629.61
2018-05-15T12:14:20	RUNNING | 0:00:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	0.229	0.228	5953628.86
2018-05-15T12:14:21	RUNNING | 0:00:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.45	0.233	0.232	5953628.14
2018-05-15T12:14:22	RUNNING | 0:00:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.238	0.237	5953627.38
2018-05-15T12:14:23	RUNNING | 0:00:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.242	0.242	5953626.62
2018-05-15T12:14:24	RUNNING | 0:00:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.247	0.246	5953625.91
2018-05-15T12:14:25	RUNNING | 0:00:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.251	0.251	5953625.27
2018-05-15T12:14:26	RUNNING | 0:00:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.256	0.255	5953624.53
2018-05-15T12:14:27	RUNNING | 0:01:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.260	0.260	5953623.77
2018-05-15T12:14:28	RUNNING | 0:01:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.265	0.264	5953623.11
2018-05-15T12:14:29	RUNNING | 0:01:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.270	0.269	5953622.37
2018-05-15T12:14:30	RUNNING | 0:01:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.274	0.274	5953621.62
2018-05-15T12:14:31	RUNNING | 0:01:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.279	0.278	5953620.95
2018-05-15T12:14:32	RUNNING | 0:01:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.29	0.283	0.283	5953620.18
2018-05-15T12:14:33	RUNNING | 0:01:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	0.288	0.287	5953619.47
2018-05-15T12:14:34	RUNNING | 0:01:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.292	0.292	5953618.79
2018-05-15T12:14:35	RUNNING | 0:01:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.297	0.297	5953618.02
2018-05-15T12:14:36	RUNNING | 0:01:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.301	0.301	5953617.31
2018-05-15T12:14:37	RUNNING | 0:01:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.306	0.305	5953616.60
2018-05-15T12:14:38	RUNNING | 0:01:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.311	0.310	5953615.88
2018-05-15T12:14:39	RUNNING | 0:01:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.315	0.315	5953615.11
2018-05-15T12:14:40	RUNNING | 0:01:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	0.320	0.319	5953614.42
2018-05-15T12:14:42	RUNNING | 0:01:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.325	0.324	5953613.64
2018-05-15T12:14:43	RUNNING | 0:01:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.329	0.328	5953612.99
2018-05-15T12:14:44	RUNNING | 0:01:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	0.334	0.333	5953612.16
2018-05-15T12:14:45	RUNNING | 0:01:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.338	0.338	5953611.46
2018-05-15T12:14:46	RUNNING | 0:01:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.343	0.342	5953610.78
2018-05-15T12:14:47	RUNNING | 0:01:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.347	0.347	5953610.05
2018-05-15T12:14:48	RUNNING | 0:01:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.352	0.351	5953609.38
2018-05-15T12:14:49	RUNNING | 0:01:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.356	0.356	5953608.63
2018-05-15T12:14:50	RUNNING | 0:01:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.34	0.361	0.360	5953607.91
2018-05-15T12:14:51	RUNNING | 0:01:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	0.366	0.365	5953607.19
2018-05-15T12:14:52	RUNNING | 0:01:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	0.370	0.370	5953606.43
2018-05-15T12:14:53	RUNNING | 0:01:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.375	0.374	5953605.71
2018-05-15T12:14:54	RUNNING | 0:01:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.379	0.379	5953605.03
2018-05-15T12:14:55	RUNNING | 0:01:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.384	0.384	5953604.21
2018-05-15T12:14:56	RUNNING | 0:00:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	0.001	0.000	5953603.59
2018-05-15T12:14:57	RUNNING | 0:00:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.006	0.005	5953602.80
2018-05-15T12:14:58	RUNNING | 0:00:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.010	0.010	5953602.16
2018-05-15T12:14:59	RUNNING | 0:00:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.45	0.015	0.015	5953601.34
2018-05-15T12:15:00	RUNNING | 0:00:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.019	0.019	5953600.60
2018-05-15T12:15:01	RUNNING | 0:00:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.024	0.024	5953599.90
2018-05-15T12:15:02	RUNNING | 0:00:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.029	0.028	5953599.19
2018-05-15T12:15:04	RUNNING | 0:00:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.47	0.033	0.033	5953598.44
2018-05-15T12:15:05	RUNNING | 0:00:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.038	0.037	5953597.74
2018-05-15T12:15:06	RUNNING | 0:00:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	0.043	0.042	5953596.94
2018-05-15T12:15:07	RUNNING | 0:00:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.047	0.047	5953596.26
2018-05-15T12:15:08	RUNNING | 0:00:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.051	0.051	5953595.51
2018-05-15T12:15:09	RUNNING | 0:00:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.056	0.055	5953594.90
2018-05-15T12:15:10	RUNNING | 0:00:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.47	0.061	0.060	5953594.11
2018-05-15T12:15:11	RUNNING | 0:00:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.065	0.065	5953593.41
2018-05-15T12:15:12	RUNNING | 0:00:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.46	0.070	0.069	5953592.65
2018-05-15T12:15:13	RUNNING | 0:00:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.30	0.075	0.074	5953591.88
2018-05-15T12:15:14	RUNNING | 0:00:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.080	0.079	5953591.12
2018-05-15T12:15:15	RUNNING | 0:00:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.084	0.084	5953590.37
2018-05-15T12:15:16	RUNNING | 0:00:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.089	0.089	5953589.52
2018-05-15T12:15:17	RUNNING | 0:00:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.094	0.093	5953588.88
2018-05-15T12:15:18	RUNNING | 0:00:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.098	0.098	5953588.13
2018-05-15T12:15:19	RUNNING | 0:00:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.103	0.102	5953587.45
2018-05-15T12:15:20	RUNNING | 0:00:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.108	0.107	5953586.66
2018-05-15T12:15:22	RUNNING | 0:00:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.32	0.113	0.112	5953585.89
2018-05-15T12:15:23	RUNNING | 0:00:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.117	0.117	5953585.19
2018-05-15T12:15:24	RUNNING | 0:00:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.44	0.122	0.121	5953584.41
2018-05-15T12:15:25	RUNNING | 0:00:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.46	0.127	0.126	5953583.64
2018-05-15T12:15:26	RUNNING | 0:00:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.132	0.131	5953582.90
2018-05-15T12:15:27	RUNNING | 0:00:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.136	0.136	5953582.12
2018-05-15T12:15:28	RUNNING | 0:00:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.48	0.141	0.140	5953581.43
2018-05-15T12:15:29	RUNNING | 0:00:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.146	0.145	5953580.65
2018-05-15T12:15:30	RUNNING | 0:00:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.151	0.150	5953579.87
2018-05-15T12:15:31	RUNNING | 0:00:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.155	0.155	5953579.12
2018-05-15T12:15:32	RUNNING | 0:00:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.49	0.160	0.159	5953578.41
2018-05-15T12:15:33	RUNNING | 0:00:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.165	0.164	5953577.66
2018-05-15T12:15:34	RUNNING | 0:00:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.169	0.169	5953576.92
2018-05-15T12:15:35	RUNNING | 0:00:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.44	0.174	0.173	5953576.18
2018-05-15T12:15:36	RUNNING | 0:00:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.178	0.178	5953575.45
2018-05-15T12:15:38	RUNNING | 0:00:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.183	0.183	5953574.79
2018-05-15T12:15:39	RUNNING | 0:00:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.188	0.187	5953573.99
2018-05-15T12:15:40	RUNNING | 0:00:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.48	0.193	0.192	5953573.21
2018-05-15T12:15:41	RUNNING | 0:00:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.197	0.197	5953572.50
2018-05-15T12:15:42	RUNNING | 0:00:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	0.202	0.201	5953571.80
2018-05-15T12:15:43	RUNNING | 0:00:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.47	0.206	0.206	5953571.06
2018-05-15T12:15:44	RUNNING | 0:00:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.211	0.210	5953570.37
2018-05-15T12:15:45	RUNNING | 0:00:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.33	0.216	0.215	5953569.60
2018-05-15T12:15:46	RUNNING | 0:00:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.221	0.220	5953568.80
2018-05-15T12:15:47	RUNNING | 0:00:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.225	0.225	5953568.07
2018-05-15T12:15:48	RUNNING | 0:00:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.230	0.229	5953567.33
2018-05-15T12:15:49	RUNNING | 0:00:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.44	0.235	0.234	5953566.57
2018-05-15T12:15:50	RUNNING | 0:00:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.240	0.239	5953565.84
2018-05-15T12:15:51	RUNNING | 0:00:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.36	0.244	0.244	5953565.10
2018-05-15T12:15:52	RUNNING | 0:00:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.249	0.248	5953564.36
2018-05-15T12:15:54	RUNNING | 0:00:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.39	0.254	0.253	5953563.58
2018-05-15T12:15:55	RUNNING | 0:00:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.44	0.258	0.258	5953562.88
2018-05-15T12:15:56	RUNNING | 0:01:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.263	0.262	5953562.09
2018-05-15T12:15:57	RUNNING | 0:01:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.268	0.267	5953561.36
2018-05-15T12:15:58	RUNNING | 0:01:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.273	0.272	5953560.62
2018-05-15T12:15:59	RUNNING | 0:01:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.277	0.276	5953559.90
2018-05-15T12:16:00	RUNNING | 0:01:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	0.281	0.281	5953559.22
2018-05-15T12:16:01	RUNNING | 0:01:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.35	0.286	0.285	5953558.50
2018-05-15T12:16:02	RUNNING | 0:01:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.53	0.291	0.290	5953557.73
2018-05-15T12:16:03	RUNNING | 0:01:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.295	0.295	5953556.97
2018-05-15T12:16:04	RUNNING | 0:01:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.300	0.299	5953556.29
2018-05-15T12:16:05	RUNNING | 0:01:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.304	0.304	5953555.55
2018-05-15T12:16:06	RUNNING | 0:01:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.31	0.309	0.308	5953554.90
2018-05-15T12:16:07	RUNNING | 0:01:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.313	0.313	5953554.10
2018-05-15T12:16:08	RUNNING | 0:01:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.40	0.318	0.317	5953553.41
2018-05-15T12:16:09	RUNNING | 0:01:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	0.323	0.322	5953552.65
2018-05-15T12:16:10	RUNNING | 0:01:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.327	0.327	5953551.93
2018-05-15T12:16:11	RUNNING | 0:01:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.45	0.332	0.331	5953551.24
2018-05-15T12:16:12	RUNNING | 0:01:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.44	0.336	0.336	5953550.53
2018-05-15T12:16:13	RUNNING | 0:01:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.48	0.341	0.340	5953549.77
2018-05-15T12:16:14	RUNNING | 0:01:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.346	0.345	5953549.00
2018-05-15T12:16:16	RUNNING | 0:01:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.41	0.351	0.350	5953548.20
2018-05-15T12:16:17	RUNNING | 0:01:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.48	0.355	0.355	5953547.50
2018-05-15T12:16:18	RUNNING | 0:01:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.47	0.360	0.359	5953546.85
2018-05-15T12:16:19	RUNNING | 0:01:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.43	0.364	0.364	5953546.09
2018-05-15T12:16:20	RUNNING | 0:01:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.42	0.369	0.368	5953545.35
2018-05-15T12:16:21	RUNNING | 0:01:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.37	0.374	0.373	5953544.58
2018-05-15T12:16:22	RUNNING | 0:01:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Fe x 40	4.38	0.378	0.378	5953543.85
