
Timestamp	StatusLine	Rate (≈/S)	Film Thickness (k≈)	Substrate Thickness (k≈)	Frequency (Hz)
2018-05-11T11:55:22	RUNNING | 0:00:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	2709.25	0.000	0.000	5959461.85
2018-05-11T11:55:27	RUNNING | 0:00:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-1.88	-0.000	0.000	5959463.72
2018-05-11T11:55:32	RUNNING | 0:00:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.58	-0.010	-0.010	5959464.19
2018-05-11T11:55:37	RUNNING | 0:00:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.33	-0.012	-0.012	5959464.49
2018-05-11T11:55:42	RUNNING | 0:00:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.29	-0.014	-0.014	5959464.70
2018-05-11T11:55:47	RUNNING | 0:00:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.24	-0.015	-0.015	5959464.92
2018-05-11T11:55:52	RUNNING | 0:00:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.25	-0.016	-0.016	5959465.08
2018-05-11T11:55:57	RUNNING | 0:00:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.22	-0.017	-0.017	5959465.21
2018-05-11T11:56:02	RUNNING | 0:00:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.14	-0.018	-0.018	5959465.36
2018-05-11T11:56:07	RUNNING | 0:00:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.06	-0.018	-0.018	5959465.55
2018-05-11T11:56:12	RUNNING | 0:00:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.11	-0.019	-0.019	5959465.63
2018-05-11T11:56:17	RUNNING | 0:00:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.11	-0.020	-0.020	5959465.74
2018-05-11T11:56:22	RUNNING | 0:01:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.10	-0.021	-0.021	5959465.86
2018-05-11T11:56:27	RUNNING | 0:01:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.08	-0.021	-0.021	5959465.92
2018-05-11T11:56:32	RUNNING | 0:01:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.04	-0.021	-0.021	5959465.94
2018-05-11T11:56:37	RUNNING | 0:01:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.03	-0.022	-0.022	5959466.03
2018-05-11T11:56:42	RUNNING | 0:01:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.07	-0.022	-0.022	5959466.07
2018-05-11T11:56:48	RUNNING | 0:01:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.05	-0.022	-0.022	5959466.10
2018-05-11T11:56:53	RUNNING | 0:01:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.10	-0.023	-0.023	5959466.18
2018-05-11T11:56:58	RUNNING | 0:01:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.08	-0.023	-0.023	5959466.20
2018-05-11T11:57:03	RUNNING | 0:01:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.01	-0.023	-0.023	5959466.27
2018-05-11T11:57:08	RUNNING | 0:01:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.07	-0.023	-0.023	5959466.31
2018-05-11T11:57:13	RUNNING | 0:01:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.07	-0.023	-0.023	5959466.31
2018-05-11T11:57:18	RUNNING | 0:01:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.05	-0.024	-0.024	5959466.33
2018-05-11T11:57:23	RUNNING | 0:02:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.09	-0.024	-0.024	5959466.37
2018-05-11T11:57:28	RUNNING | 0:02:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.04	-0.024	-0.024	5959466.31
2018-05-11T11:57:33	RUNNING | 0:02:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.03	-0.024	-0.024	5959466.36
2018-05-11T11:57:38	RUNNING | 0:02:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.02	-0.024	-0.024	5959466.35
2018-05-11T11:57:43	RUNNING | 0:02:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.02	-0.024	-0.024	5959466.41
2018-05-11T11:57:48	RUNNING | 0:02:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.11	-0.024	-0.024	5959466.38
2018-05-11T11:57:53	RUNNING | 0:02:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.05	-0.024	-0.024	5959466.38
2018-05-11T11:57:58	RUNNING | 0:02:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.02	-0.024	-0.024	5959466.34
2018-05-11T11:58:03	RUNNING | 0:02:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.00	-0.024	-0.024	5959466.35
2018-05-11T11:58:08	RUNNING | 0:02:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.01	-0.024	-0.024	5959466.35
2018-05-11T11:58:14	RUNNING | 0:02:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.04	-0.024	-0.024	5959466.30
2018-05-11T11:58:19	RUNNING | 0:02:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.10	-0.023	-0.023	5959466.27
2018-05-11T11:58:24	RUNNING | 0:03:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.00	-0.023	-0.023	5959466.28
2018-05-11T11:58:29	RUNNING | 0:03:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.04	-0.023	-0.023	5959466.27
2018-05-11T11:58:34	RUNNING | 0:03:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.02	-0.023	-0.023	5959466.23
2018-05-11T11:58:39	RUNNING | 0:03:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.02	-0.023	-0.023	5959466.21
2018-05-11T11:58:44	RUNNING | 0:03:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.10	-0.023	-0.023	5959466.19
2018-05-11T11:58:49	RUNNING | 0:03:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.05	-0.023	-0.023	5959466.12
2018-05-11T11:58:54	RUNNING | 0:03:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.10	-0.022	-0.022	5959466.06
2018-05-11T11:58:59	RUNNING | 0:03:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.00	-0.022	-0.022	5959466.05
2018-05-11T11:59:04	RUNNING | 0:03:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.02	-0.022	-0.022	5959465.95
2018-05-11T11:59:09	RUNNING | 0:03:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	-0.02	-0.022	-0.022	5959465.97
2018-05-11T11:59:14	RUNNING | 0:03:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.11	-0.022	-0.022	5959465.98
2018-05-11T11:59:19	RUNNING | 0:03:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.01	-0.021	-0.021	5959465.90
2018-05-11T11:59:24	RUNNING | 0:04:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.06	-0.021	-0.021	5959465.87
2018-05-11T11:59:30	RUNNING | 0:04:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.08	-0.021	-0.021	5959465.77
2018-05-11T11:59:35	RUNNING | 0:04:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.04	-0.020	-0.020	5959465.73
2018-05-11T11:59:40	RUNNING | 0:04:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.07	-0.020	-0.020	5959465.65
2018-05-11T11:59:45	RUNNING | 0:04:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.03	-0.020	-0.020	5959465.62
2018-05-11T11:59:50	RUNNING | 0:04:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.10	-0.019	-0.019	5959465.53
2018-05-11T11:59:55	RUNNING | 0:04:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.19	-0.019	-0.019	5959465.46
2018-05-11T12:00:00	RUNNING | 0:04:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.08	-0.018	-0.018	5959465.43
2018-05-11T12:00:05	RUNNING | 0:04:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.13	-0.018	-0.018	5959465.31
2018-05-11T12:00:10	RUNNING | 0:04:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.05	-0.018	-0.018	5959465.23
2018-05-11T12:00:15	RUNNING | 0:04:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.09	-0.017	-0.017	5959465.14
2018-05-11T12:00:20	RUNNING | 0:04:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.13	-0.017	-0.017	5959465.05
2018-05-11T12:00:25	RUNNING | 0:05:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.15	-0.016	-0.016	5959464.94
2018-05-11T12:00:31	RUNNING | 0:05:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.09	-0.015	-0.015	5959464.86
2018-05-11T12:00:36	RUNNING | 0:05:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.12	-0.015	-0.015	5959464.73
2018-05-11T12:00:41	RUNNING | 0:05:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.03	-0.015	-0.015	5959464.67
2018-05-11T12:00:46	RUNNING | 0:05:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.13	-0.014	-0.014	5959464.58
2018-05-11T12:00:51	RUNNING | 0:05:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.06	-0.013	-0.013	5959464.48
2018-05-11T12:00:56	RUNNING | 0:05:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.11	-0.013	-0.013	5959464.40
2018-05-11T12:01:01	RUNNING | 0:05:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.10	-0.012	-0.012	5959464.28
2018-05-11T12:01:06	RUNNING | 0:05:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.08	-0.012	-0.012	5959464.15
2018-05-11T12:01:11	RUNNING | 0:05:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.10	-0.011	-0.011	5959464.09
2018-05-11T12:01:16	RUNNING | 0:05:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.12	-0.011	-0.011	5959464.02
2018-05-11T12:01:21	RUNNING | 0:05:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.13	-0.010	-0.010	5959463.90
2018-05-11T12:01:26	RUNNING | 0:06:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.17	-0.009	-0.009	5959463.76
2018-05-11T12:01:31	RUNNING | 0:06:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.14	-0.009	-0.009	5959463.62
2018-05-11T12:01:36	RUNNING | 0:06:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.12	-0.008	-0.008	5959463.50
2018-05-11T12:01:41	RUNNING | 0:06:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.17	-0.007	-0.007	5959463.37
2018-05-11T12:01:46	RUNNING | 0:06:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.14	-0.007	-0.007	5959463.25
2018-05-11T12:01:51	RUNNING | 0:06:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.17	-0.006	-0.006	5959463.06
2018-05-11T12:01:56	RUNNING | 0:06:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.19	-0.005	-0.005	5959462.99
2018-05-11T12:02:02	RUNNING | 0:06:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.17	-0.004	-0.004	5959462.89
2018-05-11T12:02:07	RUNNING | 0:06:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.13	-0.004	-0.004	5959462.65
2018-05-11T12:02:12	RUNNING | 0:06:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.14	-0.003	-0.003	5959462.57
2018-05-11T12:02:17	RUNNING | 0:06:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.11	-0.002	-0.002	5959462.43
2018-05-11T12:02:22	RUNNING | 0:07:00 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.17	-0.001	-0.001	5959462.29
2018-05-11T12:02:27	RUNNING | 0:07:05 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.14	-0.000	0.000	5959462.13
2018-05-11T12:02:32	RUNNING | 0:07:10 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.17	0.000	0.000	5959462.00
2018-05-11T12:02:37	RUNNING | 0:07:15 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.23	0.001	0.001	5959461.81
2018-05-11T12:02:42	RUNNING | 0:07:20 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.25	0.002	0.002	5959461.61
2018-05-11T12:02:47	RUNNING | 0:07:25 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.21	0.003	0.003	5959461.48
2018-05-11T12:02:52	RUNNING | 0:07:30 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.19	0.004	0.004	5959461.27
2018-05-11T12:02:57	RUNNING | 0:07:35 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.15	0.005	0.005	5959461.13
2018-05-11T12:03:02	RUNNING | 0:07:40 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.22	0.006	0.006	5959461.00
2018-05-11T12:03:07	RUNNING | 0:07:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.20	0.007	0.007	5959460.82
2018-05-11T12:03:12	RUNNING | 0:07:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.20	0.008	0.008	5959460.63
2018-05-11T12:03:17	RUNNING | 0:07:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.22	0.009	0.009	5959460.44
2018-05-11T12:03:22	RUNNING | 0:08:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.21	0.010	0.010	5959460.27
2018-05-11T12:03:27	RUNNING | 0:08:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.18	0.011	0.011	5959460.04
2018-05-11T12:03:32	RUNNING | 0:08:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.27	0.012	0.012	5959459.88
2018-05-11T12:03:38	RUNNING | 0:08:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.21	0.013	0.013	5959459.64
2018-05-11T12:03:43	RUNNING | 0:08:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.20	0.014	0.014	5959459.45
2018-05-11T12:03:48	RUNNING | 0:08:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.22	0.015	0.015	5959459.24
2018-05-11T12:03:53	RUNNING | 0:08:31 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.26	0.017	0.017	5959459.07
2018-05-11T12:03:58	RUNNING | 0:08:36 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.28	0.018	0.018	5959458.85
2018-05-11T12:04:03	RUNNING | 0:08:41 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.27	0.019	0.019	5959458.64
2018-05-11T12:04:08	RUNNING | 0:08:46 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.18	0.020	0.020	5959458.50
2018-05-11T12:04:13	RUNNING | 0:08:51 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.19	0.021	0.021	5959458.25
2018-05-11T12:04:18	RUNNING | 0:08:56 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.27	0.022	0.022	5959458.05
2018-05-11T12:04:23	RUNNING | 0:09:01 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.28	0.023	0.023	5959457.82
2018-05-11T12:04:28	RUNNING | 0:09:06 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.24	0.025	0.025	5959457.58
2018-05-11T12:04:33	RUNNING | 0:09:11 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.28	0.026	0.026	5959457.37
2018-05-11T12:04:38	RUNNING | 0:09:16 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.24	0.027	0.027	5959457.15
2018-05-11T12:04:43	RUNNING | 0:09:21 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.27	0.028	0.028	5959456.89
2018-05-11T12:04:48	RUNNING | 0:09:26 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.25	0.030	0.030	5959456.69
2018-05-11T12:04:53	RUNNING | 0:09:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.27	0.031	0.031	5959456.45
2018-05-11T12:04:58	RUNNING | 0:09:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.33	0.032	0.032	5959456.17
2018-05-11T12:05:03	RUNNING | 0:09:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.27	0.034	0.034	5959455.98
2018-05-11T12:05:08	RUNNING | 0:09:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.23	0.035	0.035	5959455.68
2018-05-11T12:05:13	RUNNING | 0:09:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.27	0.037	0.037	5959455.48
2018-05-11T12:05:18	RUNNING | 0:09:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.35	0.038	0.038	5959455.24
2018-05-11T12:05:23	RUNNING | 0:10:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.28	0.039	0.039	5959454.92
2018-05-11T12:05:28	RUNNING | 0:10:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.22	0.041	0.041	5959454.63
2018-05-11T12:05:33	RUNNING | 0:10:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.35	0.042	0.042	5959454.41
2018-05-11T12:05:39	RUNNING | 0:10:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.32	0.044	0.044	5959454.15
2018-05-11T12:05:44	RUNNING | 0:10:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.31	0.045	0.045	5959453.85
2018-05-11T12:05:49	RUNNING | 0:10:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.35	0.047	0.047	5959453.56
2018-05-11T12:05:54	RUNNING | 0:10:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.30	0.049	0.049	5959453.26
2018-05-11T12:05:59	RUNNING | 0:10:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.34	0.050	0.050	5959452.99
2018-05-11T12:06:04	RUNNING | 0:10:42 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.31	0.052	0.052	5959452.72
2018-05-11T12:06:09	RUNNING | 0:10:47 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.33	0.053	0.053	5959452.41
2018-05-11T12:06:14	RUNNING | 0:10:52 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.38	0.055	0.055	5959452.13
2018-05-11T12:06:19	RUNNING | 0:10:57 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.26	0.057	0.057	5959451.85
2018-05-11T12:06:24	RUNNING | 0:11:02 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.38	0.058	0.058	5959451.55
2018-05-11T12:06:29	RUNNING | 0:11:07 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.30	0.060	0.060	5959451.27
2018-05-11T12:06:34	RUNNING | 0:11:12 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.28	0.062	0.062	5959450.91
2018-05-11T12:06:39	RUNNING | 0:11:17 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.37	0.064	0.064	5959450.60
2018-05-11T12:06:44	RUNNING | 0:11:22 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.35	0.065	0.065	5959450.27
2018-05-11T12:06:49	RUNNING | 0:11:27 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.39	0.067	0.067	5959449.94
2018-05-11T12:06:54	RUNNING | 0:11:32 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.34	0.069	0.069	5959449.67
2018-05-11T12:06:59	RUNNING | 0:11:37 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.33	0.071	0.071	5959449.35
2018-05-11T12:07:04	RUNNING | 0:11:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.43	0.073	0.072	5959448.95
2018-05-11T12:07:09	RUNNING | 0:11:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.41	0.074	0.074	5959448.66
2018-05-11T12:07:14	RUNNING | 0:11:53 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.36	0.076	0.076	5959448.31
2018-05-11T12:07:20	RUNNING | 0:11:58 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.38	0.078	0.078	5959447.94
2018-05-11T12:07:25	RUNNING | 0:12:03 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.38	0.080	0.080	5959447.61
2018-05-11T12:07:30	RUNNING | 0:12:08 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.42	0.082	0.082	5959447.24
2018-05-11T12:07:35	RUNNING | 0:12:13 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.38	0.084	0.084	5959446.90
2018-05-11T12:07:40	RUNNING | 0:12:18 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.44	0.086	0.086	5959446.57
2018-05-11T12:07:45	RUNNING | 0:12:23 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.40	0.088	0.088	5959446.16
2018-05-11T12:07:50	RUNNING | 0:12:28 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.44	0.090	0.090	5959445.80
2018-05-11T12:07:55	RUNNING | 0:12:33 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.35	0.092	0.092	5959445.45
2018-05-11T12:08:00	RUNNING | 0:12:38 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.41	0.094	0.094	5959445.07
2018-05-11T12:08:05	RUNNING | 0:12:43 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.41	0.096	0.096	5959444.72
2018-05-11T12:08:10	RUNNING | 0:12:48 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.37	0.099	0.099	5959444.34
2018-05-11T12:08:15	RUNNING | 0:12:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.40	0.101	0.101	5959443.93
2018-05-11T12:08:20	RUNNING | 0:12:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.45	0.103	0.103	5959443.52
2018-05-11T12:08:25	RUNNING | 0:13:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.46	0.105	0.105	5959443.19
2018-05-11T12:08:30	RUNNING | 0:13:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.34	0.107	0.107	5959442.78
2018-05-11T12:08:35	RUNNING | 0:13:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.46	0.109	0.109	5959442.36
2018-05-11T12:08:40	RUNNING | 0:13:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.42	0.111	0.111	5959442.02
2018-05-11T12:08:46	RUNNING | 0:13:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.35	0.114	0.114	5959441.64
2018-05-11T12:08:51	RUNNING | 0:13:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.52	0.116	0.116	5959441.25
2018-05-11T12:08:56	RUNNING | 0:13:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.40	0.118	0.118	5959440.83
2018-05-11T12:09:01	RUNNING | 0:13:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.52	0.120	0.120	5959440.41
2018-05-11T12:09:06	RUNNING | 0:13:44 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.34	0.123	0.123	5959440.01
2018-05-11T12:09:11	RUNNING | 0:13:49 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.41	0.125	0.125	5959439.66
2018-05-11T12:09:16	RUNNING | 0:13:54 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.40	0.127	0.127	5959439.28
2018-05-11T12:09:21	RUNNING | 0:13:59 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.49	0.129	0.129	5959438.83
2018-05-11T12:09:26	RUNNING | 0:14:04 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.43	0.131	0.131	5959438.48
2018-05-11T12:09:31	RUNNING | 0:14:09 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.37	0.134	0.134	5959438.06
2018-05-11T12:09:36	RUNNING | 0:14:14 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.53	0.136	0.136	5959437.66
2018-05-11T12:09:41	RUNNING | 0:14:19 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.40	0.138	0.138	5959437.21
2018-05-11T12:09:46	RUNNING | 0:14:24 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.55	0.140	0.140	5959436.82
2018-05-11T12:09:51	RUNNING | 0:14:29 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.41	0.143	0.143	5959436.43
2018-05-11T12:09:56	RUNNING | 0:14:34 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.42	0.145	0.145	5959436.00
2018-05-11T12:10:01	RUNNING | 0:14:39 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.52	0.147	0.147	5959435.64
2018-05-11T12:10:06	RUNNING | 0:14:45 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.41	0.150	0.150	5959435.18
2018-05-11T12:10:11	RUNNING | 0:14:50 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.41	0.152	0.152	5959434.81
2018-05-11T12:10:16	RUNNING | 0:14:55 | Life  95% | RUN# 6237 | LOGGING ON | Film Ni x 40	0.42	0.154	0.154	5959434.42
